Variable,Description,URL,Category,UKB.dataset.ID,Field.ID,entity,name,instance,array,type,primary_key_type,coding_name,concept,description,folder_path,is_multi_select,is_sparse_coding,linkout,longitudinal_axis_type,referenced_entity_field,relationship,title,units
speech_reception_threshold_right,Speech-reception-threshold (SRT) estimate (right),http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=20021,Physical measures,f.20021.0.0,20021,participant,p20021_i3,3,,float,"","",,,Assessment centre > Physical measures > Hearing test,"","",http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20021,,,,Speech-reception-threshold (SRT) estimate (right) | Instance 3,""
pulse_wave_notch_position,Position of pulse wave notch,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=4199,Physical measures,f.4199.0.0,4199,participant,p4199_i0,0,,integer,"","",,,Assessment centre > Physical measures > Arterial stiffness,"","",http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=4199,,,,Position of pulse wave notch | Instance 0,""
pulse_wave_notch_position,Position of pulse wave notch,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=4199,Physical measures,f.4199.0.0,4199,participant,p4199_i1,1,,integer,"","",,,Assessment centre > Physical measures > Arterial stiffness,"","",http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=4199,,,,Position of pulse wave notch | Instance 1,""
pulse_wave_notch_position,Position of pulse wave notch,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=4199,Physical measures,f.4199.0.0,4199,participant,p4199_i2,2,,integer,"","",,,Assessment centre > Physical measures > Arterial stiffness,"","",http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=4199,,,,Position of pulse wave notch | Instance 2,""
pulse_wave_notch_position,Position of pulse wave notch,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=4199,Physical measures,f.4199.0.0,4199,participant,p4199_i3,3,,integer,"","",,,Assessment centre > Physical measures > Arterial stiffness,"","",http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=4199,,,,Position of pulse wave notch | Instance 3,""
pulse_wave_peak_position,Position of the pulse wave peak,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=4198,Physical measures,f.4198.0.0,4198,participant,p4198_i0,0,,integer,"","",,,Assessment centre > Physical measures > Arterial stiffness,"","",http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=4198,,,,Position of the pulse wave peak | Instance 0,""
pulse_wave_peak_position,Position of the pulse wave peak,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=4198,Physical measures,f.4198.0.0,4198,participant,p4198_i1,1,,integer,"","",,,Assessment centre > Physical measures > Arterial stiffness,"","",http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=4198,,,,Position of the pulse wave peak | Instance 1,""
pulse_wave_peak_position,Position of the pulse wave peak,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=4198,Physical measures,f.4198.0.0,4198,participant,p4198_i2,2,,integer,"","",,,Assessment centre > Physical measures > Arterial stiffness,"","",http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=4198,,,,Position of the pulse wave peak | Instance 2,""
pulse_wave_peak_position,Position of the pulse wave peak,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=4198,Physical measures,f.4198.0.0,4198,participant,p4198_i3,3,,integer,"","",,,Assessment centre > Physical measures > Arterial stiffness,"","",http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=4198,,,,Position of the pulse wave peak | Instance 3,""
pulse_wave_shoulder_position,Position of the shoulder on the pulse waveform,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=4200,Physical measures,f.4200.0.0,4200,participant,p4200_i0,0,,integer,"","",,,Assessment centre > Physical measures > Arterial stiffness,"","",http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=4200,,,,Position of the shoulder on the pulse waveform | Instance 0,""
pulse_wave_shoulder_position,Position of the shoulder on the pulse waveform,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=4200,Physical measures,f.4200.0.0,4200,participant,p4200_i1,1,,integer,"","",,,Assessment centre > Physical measures > Arterial stiffness,"","",http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=4200,,,,Position of the shoulder on the pulse waveform | Instance 1,""
pulse_wave_shoulder_position,Position of the shoulder on the pulse waveform,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=4200,Physical measures,f.4200.0.0,4200,participant,p4200_i2,2,,integer,"","",,,Assessment centre > Physical measures > Arterial stiffness,"","",http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=4200,,,,Position of the shoulder on the pulse waveform | Instance 2,""
pulse_wave_shoulder_position,Position of the shoulder on the pulse waveform,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=4200,Physical measures,f.4200.0.0,4200,participant,p4200_i3,3,,integer,"","",,,Assessment centre > Physical measures > Arterial stiffness,"","",http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=4200,,,,Position of the shoulder on the pulse waveform | Instance 3,""
pulse_wave_arterial_stiffness_index,Pulse wave Arterial Stiffness index,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=21021,Physical measures,f.21021.0.0,21021,participant,p21021_i0,0,,float,"","",,,Assessment centre > Physical measures > Arterial stiffness,"","",http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=21021,,,,Pulse wave Arterial Stiffness index | Instance 0,""
pulse_wave_arterial_stiffness_index,Pulse wave Arterial Stiffness index,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=21021,Physical measures,f.21021.0.0,21021,participant,p21021_i1,1,,float,"","",,,Assessment centre > Physical measures > Arterial stiffness,"","",http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=21021,,,,Pulse wave Arterial Stiffness index | Instance 1,""
pulse_wave_arterial_stiffness_index,Pulse wave Arterial Stiffness index,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=21021,Physical measures,f.21021.0.0,21021,participant,p21021_i2,2,,float,"","",,,Assessment centre > Physical measures > Arterial stiffness,"","",http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=21021,,,,Pulse wave Arterial Stiffness index | Instance 2,""
pulse_wave_arterial_stiffness_index,Pulse wave Arterial Stiffness index,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=21021,Physical measures,f.21021.0.0,21021,participant,p21021_i3,3,,float,"","",,,Assessment centre > Physical measures > Arterial stiffness,"","",http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=21021,,,,Pulse wave Arterial Stiffness index | Instance 3,""
pulse_wave_peak_to_peak_time,Pulse wave peak to peak time,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=4196,Physical measures,f.4196.0.0,4196,participant,p4196_i0,0,,integer,"","",,,Assessment centre > Physical measures > Arterial stiffness,"","",http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=4196,,,,Pulse wave peak to peak time | Instance 0,milliseconds
pulse_wave_peak_to_peak_time,Pulse wave peak to peak time,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=4196,Physical measures,f.4196.0.0,4196,participant,p4196_i1,1,,integer,"","",,,Assessment centre > Physical measures > Arterial stiffness,"","",http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=4196,,,,Pulse wave peak to peak time | Instance 1,milliseconds
pulse_wave_peak_to_peak_time,Pulse wave peak to peak time,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=4196,Physical measures,f.4196.0.0,4196,participant,p4196_i2,2,,integer,"","",,,Assessment centre > Physical measures > Arterial stiffness,"","",http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=4196,,,,Pulse wave peak to peak time | Instance 2,milliseconds
pulse_wave_peak_to_peak_time,Pulse wave peak to peak time,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=4196,Physical measures,f.4196.0.0,4196,participant,p4196_i3,3,,integer,"","",,,Assessment centre > Physical measures > Arterial stiffness,"","",http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=4196,,,,Pulse wave peak to peak time | Instance 3,milliseconds
pulse_wave_reflection_index,Pulse wave reflection index,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=4195,Physical measures,f.4195.0.0,4195,participant,p4195_i0,0,,integer,"","",,,Assessment centre > Physical measures > Arterial stiffness,"","",http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=4195,,,,Pulse wave reflection index | Instance 0,""
pulse_wave_reflection_index,Pulse wave reflection index,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=4195,Physical measures,f.4195.0.0,4195,participant,p4195_i1,1,,integer,"","",,,Assessment centre > Physical measures > Arterial stiffness,"","",http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=4195,,,,Pulse wave reflection index | Instance 1,""
pulse_wave_reflection_index,Pulse wave reflection index,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=4195,Physical measures,f.4195.0.0,4195,participant,p4195_i2,2,,integer,"","",,,Assessment centre > Physical measures > Arterial stiffness,"","",http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=4195,,,,Pulse wave reflection index | Instance 2,""
pulse_wave_reflection_index,Pulse wave reflection index,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=4195,Physical measures,f.4195.0.0,4195,participant,p4195_i3,3,,integer,"","",,,Assessment centre > Physical measures > Arterial stiffness,"","",http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=4195,,,,Pulse wave reflection index | Instance 3,""
waist_circumference,Waist circumference,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=48,Physical measures,f.48.0.0,48,participant,p48_i0,0,,float,"","",,,Assessment centre > Physical measures > Anthropometry > Body size measures,"","",http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=48,,,,Waist circumference | Instance 0,cm
waist_circumference,Waist circumference,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=48,Physical measures,f.48.0.0,48,participant,p48_i1,1,,float,"","",,,Assessment centre > Physical measures > Anthropometry > Body size measures,"","",http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=48,,,,Waist circumference | Instance 1,cm
waist_circumference,Waist circumference,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=48,Physical measures,f.48.0.0,48,participant,p48_i2,2,,float,"","",,,Assessment centre > Physical measures > Anthropometry > Body size measures,"","",http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=48,,,,Waist circumference | Instance 2,cm
waist_circumference,Waist circumference,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=48,Physical measures,f.48.0.0,48,participant,p48_i3,3,,float,"","",,,Assessment centre > Physical measures > Anthropometry > Body size measures,"","",http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=48,,,,Waist circumference | Instance 3,cm
weight,Weight,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=21002,Physical measures,f.21002.0.0,21002,participant,p21002_i0,0,,float,"","",,,Assessment centre > Physical measures > Anthropometry > Body size measures,"","",http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=21002,,,,Weight | Instance 0,Kg
weight,Weight,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=21002,Physical measures,f.21002.0.0,21002,participant,p21002_i1,1,,float,"","",,,Assessment centre > Physical measures > Anthropometry > Body size measures,"","",http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=21002,,,,Weight | Instance 1,Kg
weight,Weight,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=21002,Physical measures,f.21002.0.0,21002,participant,p21002_i2,2,,float,"","",,,Assessment centre > Physical measures > Anthropometry > Body size measures,"","",http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=21002,,,,Weight | Instance 2,Kg
weight,Weight,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=21002,Physical measures,f.21002.0.0,21002,participant,p21002_i3,3,,float,"","",,,Assessment centre > Physical measures > Anthropometry > Body size measures,"","",http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=21002,,,,Weight | Instance 3,Kg
BMI,Body mass index (BMI),http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=21001,Physical measures,f.21001.0.0,21001,participant,p21001_i0,0,,float,"","",,,Assessment centre > Physical measures > Anthropometry > Body size measures,"","",http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=21001,,,,Body mass index (BMI) | Instance 0,Kg/m2
BMI,Body mass index (BMI),http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=21001,Physical measures,f.21001.0.0,21001,participant,p21001_i1,1,,float,"","",,,Assessment centre > Physical measures > Anthropometry > Body size measures,"","",http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=21001,,,,Body mass index (BMI) | Instance 1,Kg/m2
BMI,Body mass index (BMI),http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=21001,Physical measures,f.21001.0.0,21001,participant,p21001_i2,2,,float,"","",,,Assessment centre > Physical measures > Anthropometry > Body size measures,"","",http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=21001,,,,Body mass index (BMI) | Instance 2,Kg/m2
BMI,Body mass index (BMI),http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=21001,Physical measures,f.21001.0.0,21001,participant,p21001_i3,3,,float,"","",,,Assessment centre > Physical measures > Anthropometry > Body size measures,"","",http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=21001,,,,Body mass index (BMI) | Instance 3,Kg/m2
hip_circumference,Hip circumference,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=49,Physical measures,f.49.0.0,49,participant,p49_i0,0,,float,"","",,,Assessment centre > Physical measures > Anthropometry > Body size measures,"","",http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=49,,,,Hip circumference | Instance 0,cm
hip_circumference,Hip circumference,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=49,Physical measures,f.49.0.0,49,participant,p49_i1,1,,float,"","",,,Assessment centre > Physical measures > Anthropometry > Body size measures,"","",http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=49,,,,Hip circumference | Instance 1,cm
hip_circumference,Hip circumference,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=49,Physical measures,f.49.0.0,49,participant,p49_i2,2,,float,"","",,,Assessment centre > Physical measures > Anthropometry > Body size measures,"","",http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=49,,,,Hip circumference | Instance 2,cm
hip_circumference,Hip circumference,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=49,Physical measures,f.49.0.0,49,participant,p49_i3,3,,float,"","",,,Assessment centre > Physical measures > Anthropometry > Body size measures,"","",http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=49,,,,Hip circumference | Instance 3,cm
standing_height,Standing height,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=50,Physical measures,f.50.0.0,50,participant,p50_i0,0,,float,"","",,,Assessment centre > Physical measures > Anthropometry > Body size measures,"","",http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=50,,,,Standing height | Instance 0,cm
standing_height,Standing height,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=50,Physical measures,f.50.0.0,50,participant,p50_i1,1,,float,"","",,,Assessment centre > Physical measures > Anthropometry > Body size measures,"","",http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=50,,,,Standing height | Instance 1,cm
standing_height,Standing height,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=50,Physical measures,f.50.0.0,50,participant,p50_i2,2,,float,"","",,,Assessment centre > Physical measures > Anthropometry > Body size measures,"","",http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=50,,,,Standing height | Instance 2,cm
standing_height,Standing height,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=50,Physical measures,f.50.0.0,50,participant,p50_i3,3,,float,"","",,,Assessment centre > Physical measures > Anthropometry > Body size measures,"","",http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=50,,,,Standing height | Instance 3,cm
seated_height,Seated height,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=51,Physical measures,f.51.0.0,51,participant,p51_i0,0,,float,"","",,,Assessment centre > Physical measures > Anthropometry > Body size measures,"","",http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=51,,,,Seated height | Instance 0,cm
seated_height,Seated height,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=51,Physical measures,f.51.0.0,51,participant,p51_i1,1,,float,"","",,,Assessment centre > Physical measures > Anthropometry > Body size measures,"","",http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=51,,,,Seated height | Instance 1,cm
seated_height,Seated height,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=51,Physical measures,f.51.0.0,51,participant,p51_i2,2,,float,"","",,,Assessment centre > Physical measures > Anthropometry > Body size measures,"","",http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=51,,,,Seated height | Instance 2,cm
seated_height,Seated height,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=51,Physical measures,f.51.0.0,51,participant,p51_i3,3,,float,"","",,,Assessment centre > Physical measures > Anthropometry > Body size measures,"","",http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=51,,,,Seated height | Instance 3,cm
sitting_height,Sitting height,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=20015,Physical measures,f.20015.0.0,20015,participant,p20015_i0,0,,float,"","",,,Assessment centre > Physical measures > Anthropometry > Body size measures,"","",http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20015,,,,Sitting height | Instance 0,cm
sitting_height,Sitting height,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=20015,Physical measures,f.20015.0.0,20015,participant,p20015_i1,1,,float,"","",,,Assessment centre > Physical measures > Anthropometry > Body size measures,"","",http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20015,,,,Sitting height | Instance 1,cm
sitting_height,Sitting height,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=20015,Physical measures,f.20015.0.0,20015,participant,p20015_i2,2,,float,"","",,,Assessment centre > Physical measures > Anthropometry > Body size measures,"","",http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20015,,,,Sitting height | Instance 2,cm
sitting_height,Sitting height,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=20015,Physical measures,f.20015.0.0,20015,participant,p20015_i3,3,,float,"","",,,Assessment centre > Physical measures > Anthropometry > Body size measures,"","",http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=20015,,,,Sitting height | Instance 3,cm
hand_grip_strength_left,Hand grip strength (left),http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=46,Physical measures,f.46.0.0,46,participant,p46_i0,0,,integer,"","",,,Assessment centre > Physical measures > Hand grip strength,"","",http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=46,,,,Hand grip strength (left) | Instance 0,Kg
hand_grip_strength_left,Hand grip strength (left),http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=46,Physical measures,f.46.0.0,46,participant,p46_i1,1,,integer,"","",,,Assessment centre > Physical measures > Hand grip strength,"","",http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=46,,,,Hand grip strength (left) | Instance 1,Kg
hand_grip_strength_left,Hand grip strength (left),http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=46,Physical measures,f.46.0.0,46,participant,p46_i2,2,,integer,"","",,,Assessment centre > Physical measures > Hand grip strength,"","",http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=46,,,,Hand grip strength (left) | Instance 2,Kg
hand_grip_strength_left,Hand grip strength (left),http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=46,Physical measures,f.46.0.0,46,participant,p46_i3,3,,integer,"","",,,Assessment centre > Physical measures > Hand grip strength,"","",http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=46,,,,Hand grip strength (left) | Instance 3,Kg
hand_grip_strength_right,Hand grip strength (right) normalized by weight (derived),http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=47,Physical measures,f.47.0.0,47,participant,p47_i0,0,,integer,"","",,,Assessment centre > Physical measures > Hand grip strength,"","",http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=47,,,,Hand grip strength (right) | Instance 0,Kg
hand_grip_strength_right,Hand grip strength (right) normalized by weight (derived),http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=47,Physical measures,f.47.0.0,47,participant,p47_i1,1,,integer,"","",,,Assessment centre > Physical measures > Hand grip strength,"","",http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=47,,,,Hand grip strength (right) | Instance 1,Kg
hand_grip_strength_right,Hand grip strength (right) normalized by weight (derived),http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=47,Physical measures,f.47.0.0,47,participant,p47_i2,2,,integer,"","",,,Assessment centre > Physical measures > Hand grip strength,"","",http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=47,,,,Hand grip strength (right) | Instance 2,Kg
hand_grip_strength_right,Hand grip strength (right) normalized by weight (derived),http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=47,Physical measures,f.47.0.0,47,participant,p47_i3,3,,integer,"","",,,Assessment centre > Physical measures > Hand grip strength,"","",http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=47,,,,Hand grip strength (right) | Instance 3,Kg
leg_fat_free_mass_right,Leg fat-free mass (right),http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=23113,Physical measures,f.23113.0.0,23113,participant,p23113_i0,0,,float,"","",,,Assessment centre > Physical measures > Anthropometry > Body composition by impedance,"","",http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=23113,,,,Leg fat-free mass (right) | Instance 0,Kg
leg_fat_free_mass_right,Leg fat-free mass (right),http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=23113,Physical measures,f.23113.0.0,23113,participant,p23113_i1,1,,float,"","",,,Assessment centre > Physical measures > Anthropometry > Body composition by impedance,"","",http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=23113,,,,Leg fat-free mass (right) | Instance 1,Kg
leg_fat_free_mass_right,Leg fat-free mass (right),http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=23113,Physical measures,f.23113.0.0,23113,participant,p23113_i2,2,,float,"","",,,Assessment centre > Physical measures > Anthropometry > Body composition by impedance,"","",http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=23113,,,,Leg fat-free mass (right) | Instance 2,Kg
leg_fat_free_mass_right,Leg fat-free mass (right),http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=23113,Physical measures,f.23113.0.0,23113,participant,p23113_i3,3,,float,"","",,,Assessment centre > Physical measures > Anthropometry > Body composition by impedance,"","",http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=23113,,,,Leg fat-free mass (right) | Instance 3,Kg
leg_predicted_mass_left,Leg predicted mass (left),http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=23118,Physical measures,f.23118.0.0,23118,participant,p23118_i0,0,,float,"","",,,Assessment centre > Physical measures > Anthropometry > Body composition by impedance,"","",http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=23118,,,,Leg predicted mass (left) | Instance 0,Kg
leg_predicted_mass_left,Leg predicted mass (left),http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=23118,Physical measures,f.23118.0.0,23118,participant,p23118_i1,1,,float,"","",,,Assessment centre > Physical measures > Anthropometry > Body composition by impedance,"","",http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=23118,,,,Leg predicted mass (left) | Instance 1,Kg
leg_predicted_mass_left,Leg predicted mass (left),http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=23118,Physical measures,f.23118.0.0,23118,participant,p23118_i2,2,,float,"","",,,Assessment centre > Physical measures > Anthropometry > Body composition by impedance,"","",http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=23118,,,,Leg predicted mass (left) | Instance 2,Kg
leg_predicted_mass_left,Leg predicted mass (left),http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=23118,Physical measures,f.23118.0.0,23118,participant,p23118_i3,3,,float,"","",,,Assessment centre > Physical measures > Anthropometry > Body composition by impedance,"","",http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=23118,,,,Leg predicted mass (left) | Instance 3,Kg
leg_predicted_mass_right,Leg predicted mass (right),http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=23114,Physical measures,f.23114.0.0,23114,participant,p23114_i0,0,,float,"","",,,Assessment centre > Physical measures > Anthropometry > Body composition by impedance,"","",http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=23114,,,,Leg predicted mass (right) | Instance 0,Kg
leg_predicted_mass_right,Leg predicted mass (right),http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=23114,Physical measures,f.23114.0.0,23114,participant,p23114_i1,1,,float,"","",,,Assessment centre > Physical measures > Anthropometry > Body composition by impedance,"","",http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=23114,,,,Leg predicted mass (right) | Instance 1,Kg
leg_predicted_mass_right,Leg predicted mass (right),http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=23114,Physical measures,f.23114.0.0,23114,participant,p23114_i2,2,,float,"","",,,Assessment centre > Physical measures > Anthropometry > Body composition by impedance,"","",http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=23114,,,,Leg predicted mass (right) | Instance 2,Kg
leg_predicted_mass_right,Leg predicted mass (right),http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=23114,Physical measures,f.23114.0.0,23114,participant,p23114_i3,3,,float,"","",,,Assessment centre > Physical measures > Anthropometry > Body composition by impedance,"","",http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=23114,,,,Leg predicted mass (right) | Instance 3,Kg
arm_fat_percentage_left,Arm fat percentage (left),http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=23123,Physical measures,f.23123.0.0,23123,participant,p23123_i0,0,,float,"","",,,Assessment centre > Physical measures > Anthropometry > Body composition by impedance,"","",http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=23123,,,,Arm fat percentage (left) | Instance 0,percent
arm_fat_percentage_left,Arm fat percentage (left),http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=23123,Physical measures,f.23123.0.0,23123,participant,p23123_i1,1,,float,"","",,,Assessment centre > Physical measures > Anthropometry > Body composition by impedance,"","",http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=23123,,,,Arm fat percentage (left) | Instance 1,percent
arm_fat_percentage_left,Arm fat percentage (left),http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=23123,Physical measures,f.23123.0.0,23123,participant,p23123_i2,2,,float,"","",,,Assessment centre > Physical measures > Anthropometry > Body composition by impedance,"","",http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=23123,,,,Arm fat percentage (left) | Instance 2,percent
arm_fat_percentage_left,Arm fat percentage (left),http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=23123,Physical measures,f.23123.0.0,23123,participant,p23123_i3,3,,float,"","",,,Assessment centre > Physical measures > Anthropometry > Body composition by impedance,"","",http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=23123,,,,Arm fat percentage (left) | Instance 3,percent
arm_fat_percentage_right,Arm fat percentage (right),http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=23119,Physical measures,f.23119.0.0,23119,participant,p23119_i0,0,,float,"","",,,Assessment centre > Physical measures > Anthropometry > Body composition by impedance,"","",http://biobank.ctsu.ox.ac.uk/crystal/field.cgi?id=23119,,,,Arm fat percentage (right) | Instance 0,percent
